file_name, transcription
khummuang_002652.mp3,ta³³ mi³³ nam⁴⁴ manpoeni⁵¹ nuengnoi²¹ poe³³ sen³³ wang³³ phu³³ mok¹⁵ fam³³ khong¹⁵ stanitamnuat¹⁵ u²¹ nueng²¹ khuat¹⁵
khummuang_002746.mp3,khaitng²¹ nam⁴⁴ fakkao⁴⁴ chi³³ phnat³³ khuat¹⁵ la³³ si²¹ bat³³ chao⁵¹
khummuang_002789.mp3,thong³³ khong¹⁵ pnatet³³ khun³³ pen³³ angnai²¹ knuna³³ wat³³ hai⁵¹ phuaknao³³ du³³ noi²¹
khummuang_003033.mp3,phuean⁵¹ mi³³ khao⁵¹ ommani¹⁵ chk¹⁵ sunin¹⁵ chai³³ si¹⁵ ri³³ khong¹⁵ thungna⁵¹ u²¹ nueng²¹ ho²¹
khummuang_003286.mp3,thit³³ mi³³ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khong¹⁵ sanaknang¹⁵ u²¹ sip¹⁵ chet³³ khuat¹⁵
khummuang_003351.mp3,dekning³³ mi³³ pnana⁵¹ bong³³ suk¹⁵ khong¹⁵ soi³³ lek³³ lek³³ u²¹ yitip⁵¹ ok¹⁵ knapuk³³
khummuang_003367.mp3,mi³³ khong¹⁵ thangmt⁴⁴ u²¹ nueng²¹ saen¹⁵ nueng²¹ muen²¹ knapuk³³ khnap³³
khummuang_003566.mp3,tamnuat³³ mi³³ cha³³ kaen²¹ taan³³ khong¹⁵ yungkao⁴⁴ u²¹ yitip⁵¹ kao⁵¹ ho²¹
khummuang_003757.mp3,khun³³ ru⁴⁴ mai¹⁵ wa⁵¹ tnat³³ u²¹ thinai⁵¹
khummuang_003790.mp3,bita³³ mi³³ khao⁵¹ ommani¹⁵ thungkuna⁵¹ rongai⁴⁴ khong¹⁵ ongknua⁵¹ u²¹ yitip⁵¹ ho²¹
khummuang_003886.mp3,khnaoาt³³ mi³³ pnana⁵¹ bong³³ suk¹⁵ khong¹⁵ rongnian³³ u²¹ nueng²¹ muen²¹ nueng²¹ phan³³ knapuk³³
khummuang_003969.mp3,phom¹⁵ mi³³ phinong⁵¹ phuning⁵¹ sam¹⁵ khon³³
khummuang_004135.mp3,lung³³ mi³³ khao⁵¹ ommani¹⁵ intni³³ thri³³ in³³ wan³³ khong¹⁵ rongpapan³³ sngtenim²¹ sukpap¹⁵ tampn³³ u²¹ si²¹ ho²¹
khummuang_004199.mp3,bita³³ mi³³ khaoknong⁵¹ om¹⁵ nin³³ intni³³ khong¹⁵ knatom²¹ u²¹ nueng²¹ muen²¹ ho²¹
khummuang_004219.mp3,dekning³³ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khong¹⁵ thiakanoำpoe⁵¹ u²¹ sam¹⁵ roi⁴⁴ khuat¹⁵
khummuang_004248.mp3,kamnan³³ mi³³ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khong¹⁵ rongpapan³³ sngtenim²¹ sukpap¹⁵ tampn³³ u²¹ sam¹⁵ phan³³ khuat¹⁵
khummuang_004331.mp3,phitai⁵¹ khai¹⁵ khao⁵¹ ommani¹⁵ intni³³ thri³³ in³³ wan³³ ho²¹ la³³ nueng²¹ saen¹⁵ bat³³ khnap³³
khummuang_004406.mp3,khnkae⁵¹ phuning⁵¹ khai¹⁵ khaoknong⁵¹ om¹⁵ nin³³ intni³³ ho²¹ la³³ sam¹⁵ phan³³ bat³³ kha⁵¹
khummuang_004644.mp3,kamnan³³ mi³³ khaotao⁵¹ knong⁵¹ sang¹⁵ yt¹⁵ intni³³ khong¹⁵ stanitamnuat¹⁵ u²¹ yitip⁵¹ ok¹⁵ ho²¹
khummuang_004678.mp3,dekning³³ khai¹⁵ khaoknong⁵¹ om¹⁵ nin³³ intni³³ ho²¹ la³³ nuengnoi²¹ bat³³ khnap³³
khummuang_004773.mp3,khnkae⁵¹ phuning⁵¹ mi³³ khukki⁴⁴ khaoknong⁵¹ knum²¹ maepan⁵¹ kettnkn³³ ban⁵¹ nong¹⁵ khu³³ mu²¹ song¹⁵ khong¹⁵ rongpapan³³ u²¹ chet³³ knapong¹⁵
khummuang_004841.mp3,na⁴⁴ mi³³ nam⁴⁴ phueng⁵¹ suan¹⁵ fam³³ khong¹⁵ sanaknang¹⁵ u²¹ yitip⁵¹ si²¹ khuat¹⁵
khummuang_004974.mp3,thit³³ khai¹⁵ nam⁴⁴ manpoeni⁵¹ nuengnoi²¹ poe³³ sen³³ wang³³ phu³³ mok¹⁵ fam³³ khuat¹⁵ la³³ sam¹⁵ bat³³ kha⁵¹
khummuang_005054.mp3,kamnan³³ mi³³ nam⁴⁴ fakkao⁴⁴ chi³³ phnat³³ khong¹⁵ ban⁵¹ u²¹ nueng²¹ muen²¹ song¹⁵ phan³³ khuat¹⁵
khummuang_005112.mp3,a²¹ yompae⁴⁴
khummuang_005135.mp3,khnkae⁵¹ phuning⁵¹ mi³³ nam⁴⁴ manpoeni⁵¹ nuengnoi²¹ poe³³ sen³³ wang³³ phu³³ mok¹⁵ fam³³ khong¹⁵ khnong³³ u²¹ paet³³ khuat¹⁵
khummuang_005139.mp3,khnaoาt³³ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khong¹⁵ ranka⁴⁴ u²¹ song¹⁵ roi⁴⁴ khuat¹⁵
khummuang_005241.mp3,manta³³ khai¹⁵ pnana⁵¹ bong³³ suk¹⁵ knapuk³³ la³³ sip¹⁵ si²¹ bat³³ khnap³³
khummuang_005248.mp3,phuainpan²¹ mi³³ khao⁵¹ ommani¹⁵ intni³³ thri³³ in³³ wan³³ khong¹⁵ ban⁵¹ u²¹ yitip⁵¹ paet³³ ho²¹
khummuang_005297.mp3,chan¹⁵ mi³³ phitao⁵¹ nongtao⁴⁴ ok¹⁵ khon³³ lae³³ phitai⁵¹ nongtai⁴⁴ ok¹⁵ khon³³
khummuang_005360.mp3,lung³³ mi³³ khnmtin¹⁵ op³³ aeng⁵¹ khong¹⁵ khnong³³ u²¹ nueng²¹ muen²¹ nueng²¹ phan³³ song³³
khummuang_005421.mp3,phuean⁵¹ mi³³ khukki⁴⁴ khaoknong⁵¹ knum²¹ maepan⁵¹ kettnkn³³ ban⁵¹ nong¹⁵ khu³³ mu²¹ song¹⁵ khong¹⁵ thitamngan⁵¹ u²¹ sip¹⁵ knapong¹⁵
khummuang_005424.mp3,thit³³ khai¹⁵ khukki⁴⁴ khaoknong⁵¹ knum²¹ maepan⁵¹ kettnkn³³ ban⁵¹ nong¹⁵ khu³³ mu²¹ song¹⁵ knapong¹⁵ la³³ nueng²¹ saen¹⁵ nueng²¹ muen²¹ bat³³ kha⁵¹
khummuang_005430.mp3,bita³³ mi³³ pnana⁵¹ bong³³ suk¹⁵ khong¹⁵ sapan¹⁵ u²¹ yitip⁵¹ ok¹⁵ knapuk³³
khummuang_005479.mp3,khnkae⁵¹ phutai⁵¹ mi³³ knuaitak⁵¹ khongtnat¹⁵ u²¹ nueng²¹ saen¹⁵ nueng²¹ muen²¹ knong²¹
khummuang_005491.mp3,phitao⁵¹ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khong¹⁵ ranka⁴⁴ u²¹ sip¹⁵ khuat¹⁵
khummuang_005512.mp3,phitao⁵¹ khai¹⁵ khao⁵¹ ommani¹⁵ thungkuna⁵¹ rongai⁴⁴ ho²¹ la³³ yitip⁵¹ ok¹⁵ bat³³ kha⁵¹
khummuang_005525.mp3,phitai⁵¹ mi³³ nam⁴⁴ phueng⁵¹ suan¹⁵ fam³³ khong¹⁵ ban⁵¹ u²¹ nueng²¹ muen²¹ song¹⁵ phan³³ khuat¹⁵
khummuang_005527.mp3,mueng³³ mi³³ khaotao⁵¹ knong⁵¹ sang¹⁵ yt¹⁵ intni³³ khong¹⁵ khnong³³ u²¹ nueng²¹ saen¹⁵ sam¹⁵ muen²¹ ho²¹
khummuang_005616.mp3,tamnuat³³ mi³³ nam⁴⁴ fakkao⁴⁴ chi³³ phnat³³ khong¹⁵ sapan¹⁵ u²¹ sip¹⁵ kao⁵¹ khuat¹⁵
khummuang_005620.mp3,nongtao⁴⁴ mi³³ khukki⁴⁴ khaoknong⁵¹ knum²¹ maepan⁵¹ kettnkn³³ ban⁵¹ nong¹⁵ khu³³ mu²¹ song¹⁵ khong¹⁵ rongnian³³ u²¹ paet³³ knapong¹⁵
khummuang_005626.mp3,dekning³³ mi³³ khao⁵¹ ommani¹⁵ thungkuna⁵¹ rongai⁴⁴ khong¹⁵ thiakanoำpoe⁵¹ u²¹ sip¹⁵ ho²¹
khummuang_005631.mp3,tamnuat³³ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khong¹⁵ sapan¹⁵ u²¹ sip¹⁵ chet³³ khuat¹⁵
khummuang_005663.mp3,ta³³ mi³³ khao⁵¹ ommani¹⁵ chk¹⁵ sunin¹⁵ chai³³ si¹⁵ ri³³ khong¹⁵ knatom²¹ u²¹ yitip⁵¹ si²¹ ho²¹
khummuang_005684.mp3,satti¹⁵ chue⁵¹ khong¹⁵ phom¹⁵ khue³³ lung³³
khummuang_005749.mp3,kino³³ la³³ sam¹⁵ roi⁴⁴ bat³³
khummuang_005784.mp3,ta³³ khai¹⁵ khao⁵¹ ommani¹⁵ thungkuna⁵¹ rongai⁴⁴ ho²¹ la³³ nueng²¹ phan³³ nuengnoi²¹ bat³³ kha⁵¹
khummuang_005847.mp3,manta³³ mi³³ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khong¹⁵ san¹⁵ u²¹ samtip¹⁵ khuat¹⁵
khummuang_005941.mp3,khnaoาt³³ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ nueng²¹ saen¹⁵ khuat¹⁵ khnap³³
khummuang_006061.mp3,khnkae⁵¹ phutai⁵¹ mi³³ nam⁴⁴ fakkao⁴⁴ chi³³ phnat³³ u²¹ yoe³³ mai⁴⁴ khnap³³
khummuang_006266.mp3,khnkae⁵¹ phuning⁵¹ khai¹⁵ khao⁵¹ ommani¹⁵ chk¹⁵ sunin¹⁵ chai³³ si¹⁵ ri³³ ho²¹ la³³ sip¹⁵ chet³³ bat³³ khnap³³
khummuang_006267.mp3,nongtao⁴⁴ mi³³ khao⁵¹ ommani¹⁵ thungkuna⁵¹ rongai⁴⁴ khong¹⁵ ranka⁴⁴ u²¹ paet³³ ho²¹
khummuang_006347.mp3,phuean⁵¹ mi³³ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khong¹⁵ khnong³³ u²¹ sipa⁵¹ khuat¹⁵
khummuang_006415.mp3,na⁴⁴ khai¹⁵ khao⁵¹ ommani¹⁵ intni³³ thri³³ in³³ wan³³ ho²¹ la³³ siptong¹⁵ bat³³ kha⁵¹
khummuang_006442.mp3,lung³³ mi³³ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khong¹⁵ thnakan³³ u²¹ yi⁵¹ sipet¹⁵ khuat¹⁵
khummuang_006458.mp3,khnaoาt³³ mi³³ khaotao⁵¹ knong⁵¹ sang¹⁵ yt¹⁵ intni³³ khong¹⁵ ban⁵¹ u²¹ nuengnoi²¹ ho²¹
khummuang_006517.mp3,nongtai⁴⁴ khai¹⁵ khukki⁴⁴ khaoknong⁵¹ knum²¹ maepan⁵¹ kettnkn³³ ban⁵¹ nong¹⁵ khu³³ mu²¹ song¹⁵ knapong¹⁵ la³³ si²¹ bat³³ khnap³³
khummuang_006541.mp3,tamnuat³³ mi³³ khnmtin¹⁵ op³³ aeng⁵¹ khong¹⁵ yungkao⁴⁴ u²¹ si²¹ song³³
khummuang_006600.mp3,tamnuat³³ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khong¹⁵ sanaknang¹⁵ u²¹ yi⁵¹ sipa⁵¹ khuat¹⁵
khummuang_006609.mp3,khnnum⁵¹ mi³³ cha³³ kaen²¹ taan³³ khong¹⁵ soi³³ lek³³ lek³³ u²¹ sip¹⁵ kao⁵¹ ho²¹
khummuang_006684.mp3,kamnan³³ khai¹⁵ khaoknong⁵¹ om¹⁵ nin³³ intni³³ ho²¹ la³³ sipa⁵¹ bat³³ kha⁵¹
khummuang_006788.mp3,phitai⁵¹ khai¹⁵ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khuat¹⁵ la³³ sip¹⁵ paet³³ bat³³ kha⁵¹
khummuang_006934.mp3,khnkae⁵¹ phuning⁵¹ mi³³ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khong¹⁵ pata²¹ u²¹ song¹⁵ muen²¹ khuat¹⁵
khummuang_006979.mp3,pa⁵¹ mi³³ khao⁵¹ ommani¹⁵ chk¹⁵ sunin¹⁵ chai³³ si¹⁵ ri³³ khong¹⁵ san¹⁵ u²¹ song¹⁵ phan³³ ho²¹
khummuang_007334.mp3,nongtao⁴⁴ mi³³ cha³³ kaen²¹ taan³³ khong¹⁵ ban⁵¹ u²¹ siptong¹⁵ ho²¹
khummuang_007645.mp3,bita³³ mi³³ knuaitak⁵¹ khong¹⁵ pnaitni³³ u²¹ sipa⁵¹ knong²¹
khummuang_007679.mp3,thit³³ mi³³ khukki⁴⁴ khaoknong⁵¹ knum²¹ maepan⁵¹ kettnkn³³ ban⁵¹ nong¹⁵ khu³³ mu²¹ song¹⁵ khong¹⁵ pata²¹ u²¹ yitip⁵¹ knapong¹⁵
khummuang_007758.mp3,dannang⁵¹ thnakan³³
khummuang_007988.mp3,nongtao⁴⁴ khai¹⁵ pnana⁵¹ bong³³ suk¹⁵ knapuk³³ la³³ sun¹⁵ bat³³ kha⁵¹
khummuang_008030.mp3,lung³³ khai¹⁵ khao⁵¹ ommani¹⁵ thungkuna⁵¹ rongai⁴⁴ ho²¹ la³³ song¹⁵ bat³³ kha⁵¹
khummuang_008061.mp3,tamnuat³³ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khong¹⁵ sapan¹⁵ u²¹ sam¹⁵ muen²¹ khuat¹⁵
khummuang_008062.mp3,phuean⁵¹ mi³³ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khongat¹⁵ u²¹ nueng²¹ phan³³ nuengnoi²¹ khuat¹⁵
khummuang_008089.mp3,khnkae⁵¹ phuning⁵¹ khai¹⁵ khao⁵¹ ommani¹⁵ chk¹⁵ sunin¹⁵ chai³³ si¹⁵ ri³³ ho²¹ la³³ sip¹⁵ chet³³ bat³³ khnap³³
khummuang_008138.mp3,manta³³ mi³³ khao⁵¹ ommani¹⁵ thungkuna⁵¹ rongai⁴⁴ khong¹⁵ rongtamnam³³ u²¹ nueng²¹ muen²¹ sam¹⁵ phan³³ ho²¹
khummuang_008148.mp3,na⁴⁴ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khong¹⁵ stanitamnuat¹⁵ u²¹ yi⁵¹ siptong¹⁵ khuat¹⁵
khummuang_008249.mp3,nongtai⁴⁴ mi³³ nam⁴⁴ fakkao⁴⁴ chi³³ phnat³³ khong¹⁵ stanitamnuat¹⁵ u²¹ yitip⁵¹ paet³³ khuat¹⁵
khummuang_008258.mp3,nongtao⁴⁴ mi³³ khao⁵¹ ommani¹⁵ intni³³ thri³³ in³³ wan³³ khong¹⁵ ranka⁴⁴ u²¹ sip¹⁵ ok¹⁵ ho²¹
khummuang_008335.mp3,khnnum⁵¹ khai¹⁵ khaoknong⁵¹ om¹⁵ nin³³ intni³³ ho²¹ la³³ nueng²¹ bat³³ khnap³³
khummuang_008392.mp3,dekning³³ mi³³ khao⁵¹ ommani¹⁵ chk¹⁵ sunin¹⁵ chai³³ si¹⁵ ri³³ khong¹⁵ ranoาan⁴⁴ u²¹ sip¹⁵ paet³³ ho²¹
khummuang_008509.mp3,nongtai⁴⁴ mi³³ khaoknong⁵¹ om¹⁵ nin³³ intni³³ nueng²¹ saen¹⁵ nueng²¹ muen²¹ ho²¹ khnap³³
khummuang_008546.mp3,mueng³³ mi³³ khaotao⁵¹ knong⁵¹ sang¹⁵ yt¹⁵ intni³³ khong¹⁵ ranka⁴⁴ u²¹ song¹⁵ roi⁴⁴ ho²¹
khummuang_008605.mp3,tamnuat³³ khai¹⁵ khaotao⁵¹ knong⁵¹ sang¹⁵ yt¹⁵ intni³³ ho²¹ la³³ si²¹ bat³³ kha⁵¹
khummuang_008799.mp3,khnnum⁵¹ mi³³ nam⁴⁴ fakkao⁴⁴ chi³³ phnat³³ khong¹⁵ thnakan³³ u²¹ sun¹⁵ khuat¹⁵
khummuang_008812.mp3,khon³³ sao¹⁵ mi³³ knuaitak⁵¹ khong¹⁵ stanikntng²¹ u²¹ sip¹⁵ knong²¹
khummuang_008866.mp3,kamnan³³ mi³³ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khong¹⁵ rongpapan³³ sngtenim²¹ sukpap¹⁵ tampn³³ u²¹ sam¹⁵ phan³³ khuat¹⁵
khummuang_008874.mp3,na⁴⁴ mi³³ pnana⁵¹ bong³³ suk¹⁵ khong¹⁵ khnong³³ u²¹ nueng²¹ phan³³ song¹⁵ roi⁴⁴ knapuk³³
khummuang_009175.mp3,khnnum⁵¹ khai¹⁵ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khuat¹⁵ la³³ ok¹⁵ bat³³ khnap³³
khummuang_009232.mp3,phuainpan²¹ mi³³ khao⁵¹ ommani¹⁵ thungkuna⁵¹ rongai⁴⁴ khong¹⁵ stanitamnuat¹⁵ u²¹ nueng²¹ muen²¹ song¹⁵ phan³³ ho²¹
khummuang_009377.mp3,phuean⁵¹ mi³³ knuaitak⁵¹ khong¹⁵ rongpapan³³ u²¹ si²¹ knong²¹
khummuang_009549.mp3,lung³³ mi³³ nampueng⁴⁴ thae⁴⁴ khat³³ phitet³³ tna³³ lat³³ da³³ khong¹⁵ ongknua⁵¹ u²¹ nueng²¹ phan³³ nuengnoi²¹ khuat¹⁵
khummuang_009685.mp3,nongtai⁴⁴ mi³³ cha³³ kaen²¹ taan³³ khong¹⁵ khnong³³ u²¹ sipa⁵¹ ho²¹
khummuang_009710.mp3,na⁴⁴ khai¹⁵ khenuengtuem⁵¹ smunpnai¹⁵ tnipna³³ tna³³ khaisin³³ khuat¹⁵ la³³ paet³³ bat³³ kha⁵¹
khummuang_009753.mp3,chai⁵¹ phom¹⁵ mi³³ phitai⁵¹ nongtai⁴⁴ sipet¹⁵ khon³³
khummuang_009898.mp3,phitao⁵¹ mi³³ khaoknong⁵¹ om¹⁵ nin³³ intni³³ khong¹⁵ sanaknang¹⁵ u²¹ sun¹⁵ ho²¹
khummuang_009922.mp3,khnnum⁵¹ mi³³ cha³³ kaen²¹ taan³³ song¹⁵ muen²¹ ho²¹ kha⁵¹
khummuang_009984.mp3,khnnum⁵¹ mi³³ nam⁴⁴ fakkao⁴⁴ chi³³ phnat³³ khong¹⁵ khnong³³ u²¹ sam¹⁵ roi⁴⁴ khuat¹⁵
khummuang_010041.mp3,na⁴⁴ mi³³ khaoknong⁵¹ om¹⁵ nin³³ intni³³ khong¹⁵ thitamngan⁵¹ u²¹ nueng²¹ saen¹⁵ ho²¹
khummuang_010063.mp3,phuainpan²¹ mi³³ khnmtin¹⁵ op³³ aeng⁵¹ khong¹⁵ ongknua⁵¹ u²¹ nueng²¹ muen²¹ sam¹⁵ phan³³ song³³
khummuang_010066.mp3,mi³³ pnakan³³ ruepena²¹
khummuang_010089.mp3,khnkae⁵¹ phuning⁵¹ mi³³ nam⁴⁴ fakkao⁴⁴ chi³³ phnat³³ ha⁵¹ khuat¹⁵ kha⁵¹
khummuang_010216.mp3,phuainpan²¹ mi³³ khukki⁴⁴ khaoknong⁵¹ knum²¹ maepan⁵¹ kettnkn³³ ban⁵¹ nong¹⁵ khu³³ mu²¹ song¹⁵ khong¹⁵ rongpapan³³ u²¹ nueng²¹ muen²¹ song¹⁵ phan³³ knapong¹⁵
khummuang_010224.mp3,phuainpan²¹ mi³³ knuaitak⁵¹ khong¹⁵ thnakan³³ u²¹ yitip⁵¹ ok¹⁵ knong²¹
