file,transcription
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A23_150.wav,fu35 an55 kwaŋ214 kau̯51 kʊŋ55 sz̩55 faŋ55 mjɛn51 ʂwo55 tʰa55 mən0 piŋ51 pu35 tsan51 ʈʂʰəŋ35 ʈʂʰai̯55 məŋ51 lʊŋ35 ʈʂʰwən55 kwaŋ214 kau̯51 tan51 ʂaŋ51 tʰou̯0 jou̯214 ja55 li51 mei̯35 jou̯214 pan51 fa214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C22_624.wav,ʐu35 tɕin55 tsai̯51 aɚ̯35 hai̯214 hu35 mjɛn51 ʂaŋ0 san55 tɕʰjɛn55 two55 sou̯55 yn51 ʂu55 ʈʂʰwan35 pu214 lau̯55 ʈʂʰwan35 nʊŋ35 jʊŋ51 hɤ35 jaŋ214 y35 ʈʂʰwan35 ʐʐ̩51 je51 ʈʂʰwan55 swo55 maŋ35 lu51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B7_428.wav,tɕje214 mei̯51 lja214 ɕiŋ51 kɤ35 tʰjɛn35 tɕiŋ51 tɕje214 tɕje0 pi214 tɕjau̯51 nei̯51 ɕjaŋ51 mei̯51 mei̯0 tsɤ35 wai̯51 ɕjaŋ51 i51 tjɛn214 aɚ̯0 tan51 ljaŋ214 ʐən35 tou̯55 ʂəŋ55 ɕiŋ51 ai̯51 ʂwei̯214 i35 tɕjɛn51 ʂwei̯214 tɕjou̯51 wan35 miŋ51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D4_890.wav,kʰau̯51 ʐən35 min35 tɕʰyn35 ʈʂʊŋ51 wa55 tau̯51 kou̯55 pai̯35 tʰjɛn55 ti35 wei̯214 tɕyn55 ja55 ʈʂʐ̩51 lau̯35 pai̯214 ɕiŋ51 tʰjɛn35 pʰiŋ35 je51 wan214 tɕʰyn35 ʈʂʊŋ51 tsz̩51 tʊŋ51 wa55 tʰʊŋ55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D6_886.wav,aɚ̯35 kai̯51 ja51 kai̯51 ja51 tɕʰɥe51 ʈʂʰʐ̩35 ɕjaŋ55 fan214 tɤ0 tʰai̯51 tu0 swo35 i214 au̯51 ən55 tɕjaŋ55 tɕyn55 je214 twei̯51 tʰa55 hwai̯35 hən51 tsai̯51 ɕin55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C17_522.wav,ʈʂʐ̩51 y35 tʰiŋ55 tʰaŋ35 hwo51 ʈʂɤ214 lou̯35 tʰai̯35 ʈʂʐ̩214 nəŋ35 pʰaŋ35 kwan55 pu51 kʰɤ214 pa214 wan35 kei̯214 ʐən35 i214 tɕjɛn55 wən214 niŋ35 ʈʂʊŋ51 tɕʰi51 y214 ɕɥɛn55 aŋ35 tɤ0 ʈʂən51 han51 li51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D4_970.wav,tʰai̯51 pʰiŋ35 njɛn35 ɥe51 tɕʰjɛn55 tɕin55 ʈʂʐ̩55 tsəŋ51 pu35 swan51 kʰaŋ55 kʰai̯214 kʰwən51 nan35 ʂʐ̩35 hou̯0 i55 fan51 ʈʂʐ̩55 jau̯55 tɕjou̯51 liŋ51 ʐən35 kan214 tau̯51 wən55 nwan214 ʐu35 ʈʂʰwən55 lɤ0
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C7_726.wav,ʐu35 kwo214 ʈʂʰau̯55 kwo51 ʈʂʰəŋ35 pən214 mu51 pjau̯55 i35 kai̯51 fou̯214 tɕɥe35 jau̯51 mɤ0 kan51 jau̯51 mɤ0 ʐaŋ51 wei̯51 jau̯51 mɤ0 ʂou̯51 tɕjaŋ214 jau̯51 mɤ0 ai̯35 fa35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B8_451.wav,hou̯35 tsʊŋ55 pin55 waŋ35 wei̯35 ʈʂʰəŋ35 ljou̯35 yn35 ʂan55 waŋ35 ɕy51 tʊŋ55 waŋ35 kaŋ55 kʊŋ55 y51 ʈʂʐ̩55 ljou̯35 ʂəŋ51 y51 ljou̯35 hai̯214 fan55 jaŋ35 ʈʂʰwən55 kwei̯51 təŋ214 ʈʂʰu55 ɕi35 tjɛn35 li214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C18_648.wav,ʈʂʰu35 tsʰz̩214 ʈʂʐ̩55 wai̯51 tʰu35 wən35 piŋ51 mau̯51 tɤ0 pəŋ51 pəŋ51 tɕʰjou̯35 tɕjɛn51 ʂən55 ʂou̯214 liŋ35 hɤ35 hɤ35 ɕin55 tɕja55 tʰiŋ35 ɕjau̯214 lan35 tɕʰjou̯35 tɤ0 twan51 ljɛn51 faŋ55 fa214 pjɛn55 tau̯214 kʊŋ55 tswo51 i214 tɕjaŋ55 wan35 ʈʂʰəŋ35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C32_738.wav,y35 ʂʐ̩51 ʈʂʊŋ55 tɕʰjou̯55 tɤ0 jou̯55 jou̯55 ɥe51 sɤ51 ʈʂʊŋ55 pjɛn51 jou̯214 i51 ly214 ʂu55 tan51 tɤ0 ɕjaŋ55 yn51 ly51 iŋ214 iŋ51 i51 y35 wo214 tɤ0 liŋ35 hwən35 wo214 tɤ0 ɕin55 məŋ51 ʈʂʊŋ55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D12_982.wav,ʐu35 kwo214 ɕja51 tau̯51 ku35 ti214 twən51 tɕɥe35 han35 tɕʰi51 ɕi35 ʐən35 tʰai̯35 tʰou̯35 sz̩51 ku51 in55 sən55 sən55 tɤ0 tʰu214 pi51 tɕʰɥe51 jou̯214 tɕʰyn35 mwo35 ja55 tiŋ214 tɤ0 tɕiŋ55 ɕin55 tʊŋ51 pʰwo51 ʈʂʐ̩55 kan214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D13_925.wav,tsai̯51 ʂəŋ214 kʊŋ55 an55 tʰiŋ55 fa55 ɕjɛn51 ʈʂɤ51 kɤ0 wən51 tʰi35 piŋ51 i35 tsai̯51 ɕjaŋ51 hʊŋ35 jʊŋ214 lin35 tʰi35 ʈʂʰu55 tɕiŋ214 kau̯51 ʂʐ̩35 hʊŋ35 jʊŋ214 lin35 ʐəŋ35 ʈʂʐ̩51 ʐwo51 waŋ214 wən35 pjɛn51 pən214 tɕja55 li51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B33_436.wav,tʰʊŋ35 ʂʐ̩35 wei̯35 ʐau̯51 ʈʂwa55 ɥɛn35 tʰou̯35 ʈʂwa55 pʰin35 ʈʂʊŋ214 ʈʂwa55 fu35 u51 ʈʂwa55 ʈʂʊŋ51 tjɛn214 ʈʂwa55 ɕɥɛn55 ʈʂʰwan35 tɕi55 tɕi35 kʰai̯55 ʈʂan214 kʊŋ55 tswo51 tɕʰy214 tɤ35 tɕjau̯51 hau̯214 ɕjau̯51 kwo214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B8_285.wav,tɕi35 lin35 jou̯35 tʰjɛn35 ɕin55 li51 tsʰai̯214 jou̯35 ʈʂʰaŋ214 ʈʂʐ̩35 kʊŋ55 y35 kwo35 ʈʂʰən35 fu55 fu51 kʰan55 hu51 tswei̯51 pjɛn55 ɥɛn214 tɤ0 i51 pai̯214 liŋ35 pa55 tsʰai̯214 jou̯35 tan55 tɕiŋ214 i214 ʈʂəŋ35 ʈʂəŋ214 ʂʐ̩35 njɛn35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B31_417.wav,ti51 faŋ55 iŋ55 y214 pu51 twei̯51 ljɛn35 hɤ35 tɕy214 pan51 i51 ɕje55 ʈʂwan55 je51 wən35 i51 ʐən35 tsʰai̯35 tɤ0 pʰei̯35 ɕyn51 i214 pʰei̯35 jaŋ214 kəŋ51 two55 tɤ0 wən35 i51 ʐən35 tsʰai̯35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C21_528.wav,jʊŋ51 ʐən35 tan55 wei̯51 pʰin51 jʊŋ51 wai̯51 kwo35 ʐən35 tsʰʊŋ35 ʂʐ̩51 tɤ0 kaŋ214 wei̯51 iŋ55 ʂʐ̩51 jou̯214 tʰɤ51 ʂu55 ɕy55 jau̯51 kwo35 nei̯51 tsan51 tɕʰɥe55 ʂʐ̩51 taŋ51 ʐən35 ɕɥɛn214 tɕʰje214 pu51 wei̯35 fan214 kwo35 tɕja55 jou̯214 kwan55 kwei̯55 tiŋ51 tɤ0 kaŋ214 wei̯51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B2_428.wav,tɕje214 mei̯51 lja214 ɕiŋ51 kɤ35 tʰjɛn35 tɕiŋ51 tɕje214 tɕje0 pi214 tɕjau̯51 nei̯51 ɕjaŋ51 mei̯51 mei̯0 tsɤ35 wai̯51 ɕjaŋ51 i51 tjɛn214 aɚ̯0 tan51 ljaŋ214 ʐən35 tou̯55 ʂəŋ55 ɕiŋ51 ai̯51 ʂwei̯214 i35 tɕjɛn51 ʂwei̯214 tɕjou̯51 wan35 miŋ51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C6_736.wav,ʈʂɤ51 je214 nan35 kwai̯51 kai̯55 ʈʂʰaŋ214 i214 tsou̯35 ma214 təŋ55 ʂʐ̩51 tɤ0 hwan51 lɤ0 ʂʐ̩35 tɕi214 wei̯51 ʈʂʰaŋ35 ʈʂaŋ214 mei̯35 i35 kɤ51 jou̯214 nəŋ35 nai̯0 pa214 ʈʂʰaŋ214 tsz̩0 ʈʂəŋ214 hau̯214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B8_443.wav,tʰjau̯51 waŋ51 ʈʂʰɤ55 ʈʂʰwaŋ55 wai̯51 jʊŋ51 nin35 tɤ0 li35 tɕje214 hɤ35 wo214 mən0 tɤ0 ʂwaŋ55 ʂou̯214 kʊŋ51 tɕjɛn51 tʰʊŋ55 ɕjaŋ51 au̯51 yn51 tɤ0 tʊŋ55 san55 hwan35 pjau̯55 y214 iŋ51 ʐu51 jɛn214 ljɛn35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B12_386.wav,hu51 wai̯51 tɤ0 ʂəŋ55 in55 jou̯214 ɥɛn214 jou̯214 tɕin51 ʂʐ̩35 fən55 tsʰau̯35 tsa35 kʰɤ214 lai̯35 tau̯51 tʰa55 u55 nei̯51 ʂʐ̩35 tan55 tjau̯51 ʈʂʰəŋ35 wəŋ55 wəŋ0 ʂəŋ55
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D32_964.wav,tɕja55 ʈʂu51 tɕjau̯55 tʊŋ55 kʰwaŋ51 tɕja55 ʂu214 ɥɛn51 tɤ0 ʂən55 lau̯35 hu214 jou̯35 y35 swo214 tsai̯51 tɕʰi214 je51 ɕjau̯51 i51 pu51 tɕja55 tɕja55 ʂaŋ0 ʈʂʰaŋ35 njɛn35 hwan51 piŋ51 i55 ljau̯35 fei̯51 i214 hwa55 tɕʰy51 aɚ̯51 wan51 two55 ɥɛn35 ʂəŋ55 hwo35 tɕi35 tu51 kʰwən51 nan35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A7_10.wav,pʰau̯51 jɛn214 ta35 hau̯214 lɤ0 ʈʂa51 jau̯51 tsən214 mɤ0 ʈʂwaŋ55 ɥe51 ʈʂəŋ51 tsʰai̯35 jau̯214 lɤ0 jau̯214 ja35 ʂu55 tɤ0 tʰwo55 tɕʰy51 i55 fu0 kwaŋ55 paŋ214 tsz̩0 ʈʂʰʊŋ55 tɕin51 lɤ0 ʂwei̯214 tsʰwan51 tʊŋ51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C8_556.wav,iŋ55 ɕjʊŋ35 tsəŋ55 ʈʂau̯51 kaŋ55 u35 kʰwei̯51 y35 ʈʂɤ51 kwaŋ55 ʐʊŋ35 tɤ0 ʈʂʰəŋ55 hau̯51 u35 kʰwei̯51 y35 wo214 mən0 tɤ0 ʂʐ̩35 tai̯51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C32_503.wav,tsʰz̩214 wai̯51 ʈʂʰou̯51 miŋ35 ʈʂau̯55 ʈʂu51 tɤ0 ʐʐ̩51 pən214 ny214 tɕjɛn51 tje35 ʈʂʰwan55 tau̯214 faŋ55 tsz̩214 je214 tsai̯51 ʈʂɤ51 li214 tʰʊŋ35 məŋ35 ku214 waŋ35 je0 ʈʂʐ̩55 tsz̩214 tɕy214 ɕiŋ35 kwo51 hwən55 li214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A22_9.wav,faŋ51 jɛn214 waŋ51 tɕʰy51 jʊŋ214 tiŋ51 hɤ35 ljaŋ214 pʰaŋ35 ʐən35 ʂəŋ55 tiŋ214 fei̯51 tsʰai̯214 tɕʰi35 pʰjau̯55 jaŋ35 tʰwei̯55 tʰu214 tɕi55 wa55 tʰu214 tɕi55 yn51 tʰu214 ʈʂʰɤ55 ʈʂəŋ51 tɕin214 ʈʂaŋ55 tɤ0 maŋ35 lu51 ʈʂɤ0
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A34_25.wav,tsai̯51 iŋ214 ʂʐ̩51 y214 jɛn35 tɤ0 tsʊŋ55 hɤ35 yn51 jʊŋ51 ʂaŋ0 je214 tʰi214 jɛn51 lɤ0 i55 ʈʂʊŋ214 mei̯214 ɕɥe35 ʈʂwei̯55 tɕʰjou̯35 i51 fu35 fu35 kwaŋ55 iŋ214 tɕjau̯55 ʈʂʐ̩55 tɤ0 hwa51 mjɛn51 tsau̯51 ɕiŋ35 y51 i51 ʂən55 ɥɛn214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A6_138.wav,tɕiŋ55 kwo0 ʂaŋ51 ʂaŋ51 ɕja51 ɕja51 tɤ0 kʊŋ51 tʰʊŋ35 nu214 li51 ɤ51 ʈʂʐ̩51 lɤ0 wai̯51 tsz̩55 ɤ35 ɕja51 tɕjaŋ51 tɤ0 tɕʰy55 ʂʐ̩51 ʈʂʰu55 ɕjɛn51 wai̯51 tsz̩55 ɤ35 ta51 fu35 tu51 hwei̯35 ʂəŋ55 tɤ0 tɕy35 mjɛn51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B33_261.wav,ta51 ɥɛn51 li214 je214 ʂʐ̩51 ljaŋ214 pʰai̯51 tsai̯51 ma51 je51 wan214 je214 tsai̯51 tou̯51 tsou̯214 tsz̩55 pʰai̯51 i51 tʰjɛn55 tau̯51 wan214 ɕin55 tɕiŋ55 ʐou̯51 tʰjau̯51 swei̯35 ʂʐ̩35 ʈʂwən214 pei̯51 ʈʂɤ0 ai̯35 tou̯51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C21_609.wav,ʐʐ̩51 faŋ55 jou̯214 tai̯51 pjau̯214 je214 ʈʂʐ̩214 ʈʂʰu55 ʐʐ̩51 pən214 i51 faŋ55 mjɛn51 fan214 hɤ35 tʰʊŋ35 ʂʐ̩35 jou̯51 tɕje55 ʂou̯51 hɤ35 pau̯214 hu51 san214 tsz̩51 ɕjaŋ55 mau̯35 twən51 iŋ55 ku35 tɕʰi35 jʊŋ214 tɕʰi51 ʈʂʰʊŋ35 ɕin55 fan214 sz̩55 kwo51 tɕʰy51 tɤ0 ləŋ214 ʈʂan51 sz̩55 wei̯35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A19_233.wav,an55 ti51 sz̩55 tɕi35 tʰwan35 jou̯35 pwo55 li51 wei̯35 ja51 kɤ55 lwən35 pi214 ja51 ɤ51 kwa55 two55 aɚ̯214 pi51 lu214 hɤ35 wei̯214 nei̯51 ʐwei̯51 la55 u214 kwo35 tsu214 ʈʂʰəŋ35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C17_736.wav,ʈʂɤ51 je214 nan35 kwai̯51 kai̯55 ʈʂʰaŋ214 i214 tsou̯35 ma214 təŋ55 ʂʐ̩51 tɤ0 hwan51 lɤ0 ʂʐ̩35 tɕi214 wei̯51 ʈʂʰaŋ35 ʈʂaŋ214 mei̯35 i35 kɤ51 jou̯214 nəŋ35 nai̯0 pa214 ʈʂʰaŋ214 tsz̩0 ʈʂəŋ214 hau̯214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C19_641.wav,ʂwan55 ɕjɛn51 ʂʐ̩35 ɕjɛn55 ʂwan55 tswo214 wan51 tʰʊŋ35 ʂʐ̩35 jau̯51 tɕy35 tɕʰi214 jou̯51 ʂou̯214 ʂwan55 jou̯51 wan51 ʂʐ̩35 jau̯51 tɕy35 tɕʰi214 tswo35 ʂou̯214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D4_788.wav,wo214 jɛn35 tɕjou̯55 kwo51 nin35 nin35 tɤ0 ʈʂʰaŋ35 ʂou̯51 tɤ35 li51 y35 nin35 tʰɤ51 pje35 tɕjɛn51 kʰaŋ55 tɤ0 ʐən35 kɤ35 wən35 ɕɥe35 ɕjou̯55 jaŋ214 hɤ35 hwo51 ta35 jou̯55 mwo51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C22_616.wav,wo214 tɤ0 tɕjɛn55 paŋ214 hwən35 ɥɛn35 ɕjʊŋ55 tɕʰjɛn35 fei̯35 tu55 tu55 tɤ0 ʂən55 tsʰai̯35 jou̯51 pjɛn51 tɤ0 na51 mɤ0 ai̯35 ɕjau̯214 jou̯35 tɕʰi35 ʂʐ̩51 tɕjau̯214 ɕja51 hau̯214 ɕjaŋ51 tsʰai̯214 ʈʂɤ0 kau̯55 tɕʰjau̯55 tɕjɛn214 ʈʂʐ̩35 jau̯51 pa214 tɕjau̯214 tɕin55 pəŋ55 twan51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A7_7.wav,kʰwaŋ51 je214 tɤ0 fəŋ55 jau̯51 waŋ214 ʈʂɤ51 aɚ̯0 kwa55 na51 aɚ̯0 kwa55 ni214 nəŋ35 miŋ51 liŋ51 fəŋ55 sz̩51 mjɛn51 pa55 faŋ55 tɕʰɥɛn35 kwa55 i51 tjɛn214 ma0
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/C22_546.wav,ɕjaŋ55 ʈʂʰwan35 swei̯35 jaŋ35 ti51 nan35 ɕja51 jaŋ35 ʈʂou̯55 kʰan51 tɕʰjʊŋ35 hwa55 tʰu35 tɕiŋ55 hwai̯35 in55 ʂʐ̩35 wən35 tɤ35 hwai̯35 in55 pʰau̯35 ʈʂʰu35 ʂan51 ʈʂʰaŋ35 ʂau̯55 y35 nai̯214 tʰu55 fa55 tɕʰi35 ɕjaŋ214
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D31_796.wav,tʰa55 ʂʐ̩51 i55 ʈʂu55 ɕjou̯51 mei̯214 tʰiŋ214 pa35 aŋ35 jaŋ35 tɤ0 mu51 mjɛn35 ʂu51 in55 wei̯51 jʊŋ55 jou̯214 ɕjaŋ51 ʂu51 tɤ0 ai̯51 tɕʰiŋ35 hɤ35 kau̯55 ɥɛn214 tɤ0 tʰjɛn55 kʰʊŋ55 ɕjɛn214 tɤ0 kɤ35 wai̯51 mi35 ʐən35
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/A7_121.wav,tsʰʊŋ35 ɕjɛn51 tɕi35 tɕiŋ55 tɕi51 kwei̯55 mwo35 ɕjɛn51 ʈʂwaŋ51 ʈʂʰu55 fa55 iŋ55 i214 fa55 ʈʂan214 wai̯51 mau̯51 wei̯35 tʰu55 pʰwo51 kʰou̯214 i214 wai̯51 mau̯51 tai̯51 wai̯51 tsz̩55 i214 wai̯51 tsz̩55 tsʰu51 wai̯51 mau̯51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/D6_763.wav,ʈʂɤ51 kɤ0 tjɛn51 ʈʂan51 ʂɤ51 tɕi0 an55 ʈʂwaŋ55 u214 tʰai̯35 tɕi55 tsu214 tsʊŋ214 ʈʂwaŋ55 tɕi55 ʐʊŋ35 ljaŋ51 ljaŋ35 pai̯214 wan51 tɕʰjɛn55 wa214 njɛn35 pʰiŋ35 tɕyn55 fa55 tjɛn51 ljaŋ51 u214 ʂʐ̩35 tɕjou̯214 i51 tu51
/afs/crc.nd.edu/group/nlp/08/rshi2/master_tone/preprocessed_data/mandarin_data/audio/B4_417.wav,ti51 faŋ55 iŋ55 y214 pu51 twei̯51 ljɛn35 hɤ35 tɕy214 pan51 i51 ɕje55 ʈʂwan55 je51 wən35 i51 ʐən35 tsʰai̯35 tɤ0 pʰei̯35 ɕyn51 i214 pʰei̯35 jaŋ214 kəŋ51 two55 tɤ0 wən35 i51 ʐən35 tsʰai̯35
